Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2012.0,GA,Total Electric Industry,11.17,9.58,5.98,7.65,NA,9.37
2012.0,HI,Total Electric Industry,37.34,34.88,30.82,0.0,NA,34.04
2012.0,IA,Total Electric Industry,10.82,8.01,5.3,0.0,NA,7.71
2012.0,ID,Total Electric Industry,8.67,6.86,5.48,0.0,NA,6.92
2012.0,IL,Total Electric Industry,11.38,7.99,5.8,6.15,NA,8.4
2012.0,IN,Total Electric Industry,10.53,9.14,6.34,9.56,NA,8.29
2012.0,KS,Total Electric Industry,11.24,9.24,7.09,0.0,NA,9.33
2012.0,KY,Total Electric Industry,9.43,8.73,5.35,0.0,NA,7.26
2012.0,LA,Total Electric Industry,8.37,7.75,4.76,8.72,NA,6.9
2012.0,MA,Total Electric Industry,14.91,13.84,12.57,4.91,NA,13.79
2012.0,MD,Total Electric Industry,12.84,10.43,8.09,8.29,NA,11.28
2012.0,ME,Total Electric Industry,14.66,11.53,7.98,0.0,NA,11.81
2012.0,MI,Total Electric Industry,14.13,10.93,7.62,8.08,NA,10.98
2012.0,MN,Total Electric Industry,11.35,8.84,6.54,8.67,NA,8.86
2012.0,MO,Total Electric Industry,10.17,8.2,5.89,6.97,NA,8.53
2012.0,MS,Total Electric Industry,10.26,9.33,6.24,0.0,NA,8.6
2012.0,MT,Total Electric Industry,10.08,9.13,5.1,0.0,NA,8.25
2012.0,NC,Total Electric Industry,10.91,8.66,6.42,7.88,NA,9.15
2012.0,ND,Total Electric Industry,9.06,8.02,6.55,0.0,NA,7.83
2012.0,NE,Total Electric Industry,10.04,8.38,7.01,0.0,NA,8.37
2012.0,NH,Total Electric Industry,16.07,13.36,11.83,0.0,NA,14.19
2012.0,NJ,Total Electric Industry,15.78,12.78,10.52,9.77,NA,13.68
2012.0,NM,Total Electric Industry,11.38,9.32,5.83,0.0,NA,8.83
2012.0,NV,Total Electric Industry,11.83,8.83,6.48,8.4,NA,8.95
2012.0,NY,Total Electric Industry,17.62,15.06,6.7,14.2,NA,15.15
2012.0,OH,Total Electric Industry,11.76,9.47,6.24,6.98,NA,9.12
2012.0,OK,Total Electric Industry,9.51,7.32,5.09,0.0,NA,7.54
2012.0,OR,Total Electric Industry,9.8,8.31,5.59,8.24,NA,8.21
2012.0,PA,Total Electric Industry,12.75,9.44,7.23,8.07,NA,9.91
2012.0,RI,Total Electric Industry,14.4,11.87,10.68,8.28,NA,12.74
2012.0,SC,Total Electric Industry,11.77,9.63,6.02,0.0,NA,9.1
2012.0,SD,Total Electric Industry,10.07,8.1,6.57,0.0,NA,8.49
2012.0,TN,Total Electric Industry,10.1,10.31,7.08,11.28,NA,9.27
2012.0,TX,Total Electric Industry,10.98,8.16,5.57,10.54,NA,8.55
2012.0,UT,Total Electric Industry,9.93,8.06,5.62,9.79,NA,7.84
2012.0,VA,Total Electric Industry,11.08,8.08,6.72,8.51,NA,9.07
2012.0,VT,Total Electric Industry,17.01,14.32,9.98,0.0,NA,14.22
2012.0,WA,Total Electric Industry,8.53,7.68,4.13,8.06,NA,6.94
2012.0,WI,Total Electric Industry,13.19,10.51,7.34,0.0,NA,10.28
2012.0,WV,Total Electric Industry,9.85,8.42,6.33,8.66,NA,8.14
2012.0,WY,Total Electric Industry,9.85,8.24,6.03,0.0,NA,7.19
2012.0,US,Total Electric Industry,11.88,10.09,6.67,10.21,NA,9.84
2012.0,AK,Full-Service Providers,17.88,14.93,16.82,0.0,NA,16.33
2012.0,AL,Full-Service Providers,11.4,10.63,6.22,0.0,NA,9.18
2012.0,AR,Full-Service Providers,9.3,7.71,5.76,11.23,NA,7.62
2012.0,AZ,Full-Service Providers,11.29,9.53,6.53,0.0,NA,9.81
2012.0,CA,Full-Service Providers,15.32,13.62,10.72,7.96,NA,13.8
2012.0,CO,Full-Service Providers,11.46,9.39,6.95,9.69,NA,9.39
2012.0,CT,Full-Service Providers,17.05,14.32,10.2,0.0,NA,15.79
2012.0,DC,Full-Service Providers,12.25,12.51,0.0,0.0,NA,12.35
2012.0,DE,Full-Service Providers,13.6,12.38,9.89,0.0,NA,12.77
2012.0,FL,Full-Service Providers,11.42,9.66,8.04,8.45,NA,10.44
2012.0,GA,Full-Service Providers,11.17,9.58,5.98,7.65,NA,9.37
2012.0,HI,Full-Service Providers,37.34,34.88,30.82,0.0,NA,34.04
2012.0,IA,Full-Service Providers,10.82,8.01,5.3,0.0,NA,7.71
2012.0,ID,Full-Service Providers,8.67,6.86,5.48,0.0,NA,6.92
2012.0,IL,Full-Service Providers,11.7,9.44,5.81,6.19,NA,10.44
2012.0,IN,Full-Service Providers,10.53,9.14,6.34,9.56,NA,8.29
2012.0,KS,Full-Service Providers,11.24,9.24,7.09,0.0,NA,9.33
2012.0,KY,Full-Service Providers,9.43,8.73,5.35,0.0,NA,7.26
2012.0,LA,Full-Service Providers,8.37,7.75,4.76,8.72,NA,6.9
2012.0,MA,Full-Service Providers,14.77,14.15,11.08,0.0,NA,14.02
2012.0,MD,Full-Service Providers,12.78,10.72,8.44,0.0,NA,12.16
2012.0,ME,Full-Service Providers,13.84,12.37,10.89,0.0,NA,12.78
2012.0,MI,Full-Service Providers,14.13,11.34,7.84,8.08,NA,11.36
2012.0,MN,Full-Service Providers,11.35,8.84,6.54,8.67,NA,8.86
2012.0,MO,Full-Service Providers,10.17,8.2,5.89,6.97,NA,8.53
2012.0,MS,Full-Service Providers,10.26,9.33,6.24,0.0,NA,8.6
2012.0,MT,Full-Service Providers,10.08,9.24,6.96,0.0,NA,9.27
2012.0,NC,Full-Service Providers,10.91,8.66,6.42,7.88,NA,9.15
2012.0,ND,Full-Service Providers,9.06,8.02,6.55,0.0,NA,7.83
2012.0,NE,Full-Service Providers,10.04,8.38,7.01,0.0,NA,8.37
2012.0,NH,Full-Service Providers,16.12,15.05,16.18,0.0,NA,15.79
2012.0,NJ,Full-Service Providers,15.87,13.64,8.53,9.86,NA,14.88
2012.0,NM,Full-Service Providers,11.37,9.32,5.83,0.0,NA,8.83
2012.0,NV,Full-Service Providers,11.83,8.92,6.67,8.4,NA,9.13
2012.0,NY,Full-Service Providers,17.33,16.19,7.66,13.32,NA,16.33
2012.0,OH,Full-Service Providers,12.02,10.68,6.37,9.23,NA,9.99
2012.0,OK,Full-Service Providers,9.51,7.32,5.09,0.0,NA,7.54
2012.0,OR,Full-Service Providers,9.8,8.33,5.63,8.24,NA,8.29
2012.0,PA,Full-Service Providers,12.75,10.95,7.56,0.0,NA,12.04
2012.0,RI,Full-Service Providers,14.41,12.38,11.65,0.0,NA,13.59
2012.0,SC,Full-Service Providers,11.77,9.63,6.02,0.0,NA,9.1
2012.0,SD,Full-Service Providers,10.07,8.1,6.57,0.0,NA,8.49
2012.0,TN,Full-Service Providers,10.1,10.31,7.08,11.28,NA,9.27
2012.0,TX,Full-Service Providers,10.98,8.16,5.57,10.54,NA,8.55
2012.0,UT,Full-Service Providers,9.93,8.06,5.62,9.79,NA,7.84
2012.0,VA,Full-Service Providers,11.08,8.08,6.72,8.51,NA,9.07
2012.0,VT,Full-Service Providers,17.01,14.32,9.98,0.0,NA,14.22
2012.0,WA,Full-Service Providers,8.53,7.68,4.12,8.06,NA,7.01
2012.0,WI,Full-Service Providers,13.19,10.51,7.34,0.0,NA,10.28
2012.0,WV,Full-Service Providers,9.85,8.42,6.33,8.66,NA,8.14
2012.0,WY,Full-Service Providers,9.85,8.24,6.03,0.0,NA,7.19
2012.0,US,Full-Service Providers,11.77,9.88,6.52,9.5,NA,9.8
2012.0,CA,Restructured Retail Service Providers,20.06,11.74,9.57,6.48,NA,10.96
2012.0,CT,Restructured Retail Service Providers,17.7,14.74,13.48,9.69,NA,15.41
2012.0,DC,Restructured Retail Service Providers,12.49,11.95,5.46,9.01,NA,11.69
2012.0,DE,Restructured Retail Service Providers,13.06,8.67,7.44,0.0,NA,8.35
2012.0,IL,Restructured Retail Service Providers,10.0,7.24,5.8,6.15,NA,6.85
2012.0,MA,Restructured Retail Service Providers,15.87,13.62,13.15,4.91,NA,13.51
2012.0,MD,Restructured Retail Service Providers,13.06,10.34,8.03,8.29,NA,10.49
2012.0,ME,Restructured Retail Service Providers,14.67,11.52,7.95,0.0,NA,11.8
2012.0,MI,Restructured Retail Service Providers,14.11,7.73,6.46,0.0,NA,7.06
2012.0,MT,Restructured Retail Service Providers,10.17,5.77,3.92,0.0,NA,4.02
2012.0,NH,Restructured Retail Service Providers,14.26,11.89,10.83,0.0,NA,11.54
2012.0,NJ,Restructured Retail Service Providers,15.28,12.39,10.96,9.77,NA,12.47
2012.0,NV,Restructured Retail Service Providers,0.0,6.8,4.64,0.0,NA,5.15
2012.0,NY,Restructured Retail Service Providers,18.83,14.45,6.26,14.31,NA,13.95
2012.0,OH,Restructured Retail Service Providers,11.28,8.84,6.14,6.86,NA,8.34
2012.0,OR,Restructured Retail Service Providers,0.0,7.85,5.14,0.0,NA,6.12
2012.0,PA,Restructured Retail Service Providers,12.76,8.93,7.2,8.07,NA,8.76
2012.0,RI,Restructured Retail Service Providers,14.02,11.41,10.36,8.28,NA,11.16
2012.0,WA,Restructured Retail Service Providers,0.0,4.54,4.24,0.0,NA,4.25
2012.0,US,Restructured Retail Service Providers,13.64,10.99,7.36,10.38,NA,10.12
2012.0,CA,Energy-Only Providers,7.99,5.9,5.43,5.7,NA,5.75
2012.0,CT,Energy-Only Providers,8.85,8.11,8.52,6.23,NA,8.37
2012.0,DC,Energy-Only Providers,9.13,8.27,4.12,5.97,NA,8.1
2012.0,DE,Energy-Only Providers,9.22,7.22,6.89,0.0,NA,7.16
2012.0,IL,Energy-Only Providers,5.61,5.28,4.77,4.94,NA,5.07
2012.0,MA,Energy-Only Providers,7.99,7.64,7.64,4.13,NA,7.63
2012.0,MD,Energy-Only Providers,9.0,7.7,6.57,6.93,NA,7.77
2012.0,ME,Energy-Only Providers,7.42,6.8,5.73,0.0,NA,6.76
2012.0,MI,Energy-Only Providers,7.48,5.75,5.42,0.0,NA,5.57
2012.0,MT,Energy-Only Providers,6.22,3.46,3.42,0.0,NA,3.43
2012.0,NH,Energy-Only Providers,7.38,6.91,7.05,0.0,NA,6.98
2012.0,NJ,Energy-Only Providers,10.45,8.02,7.1,6.76,NA,8.14
2012.0,NV,Energy-Only Providers,0.0,6.08,4.49,0.0,NA,4.86
2012.0,NY,Energy-Only Providers,8.41,7.42,3.47,9.16,NA,7.09
2012.0,OH,Energy-Only Providers,6.11,5.56,4.96,4.84,NA,5.45
2012.0,OR,Energy-Only Providers,0.0,4.08,3.28,0.0,NA,3.57
2012.0,PA,Energy-Only Providers,7.83,6.95,6.26,6.75,NA,6.77
2012.0,RI,Energy-Only Providers,7.66,6.94,7.0,1.76,NA,6.92
2012.0,WA,Energy-Only Providers,0.0,3.76,3.76,0.0,NA,3.76
2012.0,US,Energy-Only Providers,7.53,6.86,5.56,7.29,NA,6.51
2012.0,CA,Delivery-Only Service,12.07,5.84,4.14,0.78,NA,5.21
2012.0,CT,Delivery-Only Service,8.85,6.63,4.96,3.47,NA,7.03
2012.0,DC,Delivery-Only Service,3.37,3.68,1.34,3.04,NA,3.59
2012.0,DE,Delivery-Only Service,3.83,1.45,0.56,0.0,NA,1.19
2012.0,IL,Delivery-Only Service,4.39,1.96,1.02,1.21,NA,1.78
2012.0,MA,Delivery-Only Service,7.89,5.98,5.5,0.77,NA,5.88
2012.0,MD,Delivery-Only Service,4.06,2.64,1.46,1.36,NA,2.72
2012.0,ME,Delivery-Only Service,7.26,4.72,2.22,0.0,NA,5.04
2012.0,MI,Delivery-Only Service,6.64,1.98,1.04,0.0,NA,1.48
2012.0,MT,Delivery-Only Service,3.95,2.31,0.49,0.0,NA,0.59
2012.0,NH,Delivery-Only Service,6.88,4.98,3.78,0.0,NA,4.57
2012.0,NJ,Delivery-Only Service,4.83,4.36,3.86,3.0,NA,4.32
2012.0,NV,Delivery-Only Service,0.0,0.71,0.15,0.0,NA,0.29
2012.0,NY,Delivery-Only Service,10.42,7.03,2.8,5.15,NA,6.86
2012.0,OH,Delivery-Only Service,5.18,3.28,1.18,2.03,NA,2.89
2012.0,OR,Delivery-Only Service,0.0,3.77,1.85,0.0,NA,2.55
2012.0,PA,Delivery-Only Service,4.93,1.98,0.94,1.32,NA,1.99
2012.0,RI,Delivery-Only Service,6.36,4.47,3.36,6.52,NA,4.23
2012.0,WA,Delivery-Only Service,0.0,0.78,0.47,0.0,NA,0.48
2012.0,US,Delivery-Only Service,6.11,4.13,1.8,3.09,NA,3.61
2011.0,AK,Total Electric Industry,17.62,15.1,15.71,0.0,NA,16.08
2011.0,AL,Total Electric Industry,11.09,10.47,6.25,0.0,NA,9.1
2011.0,AR,Total Electric Industry,9.02,7.5,5.63,11.1,NA,7.43
2011.0,AZ,Total Electric Industry,11.08,9.5,6.55,0.0,NA,9.71
2011.0,CA,Total Electric Industry,14.78,13.05,10.11,8.14,NA,13.05
2011.0,CO,Total Electric Industry,11.27,9.44,7.06,9.79,NA,9.39
2011.0,CT,Total Electric Industry,18.11,15.57,13.24,10.25,NA,16.35
2011.0,DC,Total Electric Industry,13.4,12.9,6.89,10.19,NA,12.81
2011.0,DE,Total Electric Industry,13.7,10.64,8.91,0.0,NA,11.48
2011.0,FL,Total Electric Industry,11.51,9.85,8.55,8.81,NA,10.61
2011.0,GA,Total Electric Industry,11.05,9.87,6.6,7.94,NA,9.61
2011.0,HI,Total Electric Industry,34.68,32.37,28.4,0.0,NA,31.59
2011.0,IA,Total Electric Industry,10.46,7.85,5.21,0.0,NA,7.56
2011.0,ID,Total Electric Industry,7.87,6.41,5.1,0.0,NA,6.44
2011.0,IL,Total Electric Industry,11.78,8.64,6.42,6.81,NA,8.97
2011.0,IN,Total Electric Industry,10.06,8.77,6.17,9.74,NA,8.01
2011.0,KS,Total Electric Industry,10.65,8.78,6.71,0.0,NA,8.89
2011.0,KY,Total Electric Industry,9.2,8.49,5.33,0.0,NA,7.17
2011.0,LA,Total Electric Industry,8.96,8.44,5.69,8.33,NA,7.68
2011.0,MA,Total Electric Industry,14.67,14.33,13.38,6.14,NA,14.11
2011.0,MD,Total Electric Industry,13.31,11.28,8.76,9.03,NA,11.93
2011.0,ME,Total Electric Industry,15.38,12.29,8.88,0.0,NA,12.58
2011.0,MI,Total Electric Industry,13.27,10.33,7.32,8.53,NA,10.4
2011.0,MN,Total Electric Industry,10.96,8.63,6.47,8.23,NA,8.65
2011.0,MO,Total Electric Industry,9.75,8.04,5.85,6.9,NA,8.32
2011.0,MS,Total Electric Industry,10.17,9.48,6.53,0.0,NA,8.78
2011.0,MT,Total Electric Industry,9.75,9.12,5.27,0.0,NA,8.23
2011.0,NC,Total Electric Industry,10.26,8.13,6.01,7.04,NA,8.65
2011.0,ND,Total Electric Industry,8.58,7.61,6.24,0.0,NA,7.5
2011.0,NE,Total Electric Industry,9.32,7.99,6.43,0.0,NA,7.88
2011.0,NH,Total Electric Industry,16.52,14.04,12.27,0.0,NA,14.74
2011.0,NJ,Total Electric Industry,16.23,13.47,11.43,10.69,NA,14.3
2011.0,NM,Total Electric Industry,11.0,9.07,6.06,0.0,NA,8.74
2011.0,NV,Total Electric Industry,11.61,9.05,6.65,8.58,NA,8.97
2011.0,NY,Total Electric Industry,18.26,15.81,7.83,13.45,NA,15.89
2011.0,OH,Total Electric Industry,11.42,9.63,6.12,6.64,NA,9.03
2011.0,OK,Total Electric Industry,9.47,7.6,5.46,0.0,NA,7.8
2011.0,OR,Total Electric Industry,9.54,8.15,5.47,7.89,NA,8.04
2011.0,PA,Total Electric Industry,13.26,10.03,7.73,8.93,NA,10.45
2011.0,RI,Total Electric Industry,14.33,12.37,11.27,14.11,NA,13.04
2011.0,SC,Total Electric Industry,11.05,9.3,5.94,0.0,NA,8.8
2011.0,SD,Total Electric Industry,9.35,7.76,6.2,0.0,NA,8.05
2011.0,TN,Total Electric Industry,9.98,10.27,7.23,12.07,NA,9.28
2011.0,TX,Total Electric Industry,11.08,8.83,6.24,10.08,NA,9.0
2011.0,UT,Total Electric Industry,8.96,7.35,5.1,9.24,NA,7.13
2011.0,VA,Total Electric Industry,10.64,7.95,6.49,8.24,NA,8.84
2011.0,VT,Total Electric Industry,16.26,14.0,9.83,0.0,NA,13.8
2011.0,WA,Total Electric Industry,8.28,7.49,4.09,8.54,NA,6.78
2011.0,WI,Total Electric Industry,13.02,10.42,7.33,0.0,NA,10.21
2011.0,WV,Total Electric Industry,9.39,8.14,6.18,8.6,NA,7.88
2011.0,WY,Total Electric Industry,9.11,7.72,5.41,0.0,NA,6.58
2011.0,US,Total Electric Industry,11.72,10.24,6.82,10.46,NA,9.9
2011.0,AK,Full-Service Providers,17.62,15.1,15.71,0.0,NA,16.08
2011.0,AL,Full-Service Providers,11.09,10.47,6.25,0.0,NA,9.1
2011.0,AR,Full-Service Providers,9.02,7.5,5.63,11.1,NA,7.43
2011.0,AZ,Full-Service Providers,11.08,9.5,6.55,0.0,NA,9.71
2011.0,CA,Full-Service Providers,14.75,13.16,10.14,8.82,NA,13.22
2011.0,CO,Full-Service Providers,11.27,9.44,7.06,9.79,NA,9.39
2011.0,CT,Full-Service Providers,17.92,15.37,10.78,10.15,NA,16.67
2011.0,DC,Full-Service Providers,13.44,14.36,0.0,0.0,NA,13.79
2011.0,DE,Full-Service Providers,13.72,12.56,10.44,0.0,NA,12.96
2011.0,FL,Full-Service Providers,11.51,9.85,8.55,8.81,NA,10.61
2011.0,GA,Full-Service Providers,11.05,9.87,6.6,7.94,NA,9.61
2011.0,HI,Full-Service Providers,34.68,32.37,28.4,0.0,NA,31.59
2011.0,IA,Full-Service Providers,10.46,7.85,5.21,0.0,NA,7.56
2011.0,ID,Full-Service Providers,7.87,6.41,5.1,0.0,NA,6.44
2011.0,IL,Full-Service Providers,11.79,9.9,6.02,6.65,NA,10.75
2011.0,IN,Full-Service Providers,10.06,8.77,6.17,9.74,NA,8.01
2011.0,KS,Full-Service Providers,10.65,8.78,6.71,0.0,NA,8.89
2011.0,KY,Full-Service Providers,9.2,8.49,5.33,0.0,NA,7.17
2011.0,LA,Full-Service Providers,8.96,8.44,5.69,8.33,NA,7.68
2011.0,MA,Full-Service Providers,14.49,14.56,12.55,0.0,NA,14.22
2011.0,MD,Full-Service Providers,13.29,11.54,9.12,0.0,NA,12.75
2011.0,ME,Full-Service Providers,14.47,13.08,11.83,0.0,NA,13.53
2011.0,MI,Full-Service Providers,13.27,10.6,7.43,8.53,NA,10.69
2011.0,MN,Full-Service Providers,10.96,8.63,6.47,8.23,NA,8.65
2011.0,MO,Full-Service Providers,9.75,8.04,5.85,6.9,NA,8.32
2011.0,MS,Full-Service Providers,10.17,9.48,6.53,0.0,NA,8.78
2011.0,MT,Full-Service Providers,9.75,9.21,6.68,0.0,NA,9.11
2011.0,NC,Full-Service Providers,10.26,8.13,6.01,7.04,NA,8.64
2011.0,ND,Full-Service Providers,8.58,7.61,6.24,0.0,NA,7.5
2011.0,NE,Full-Service Providers,9.32,7.99,6.43,0.0,NA,7.88
2011.0,NH,Full-Service Providers,16.52,15.34,16.24,0.0,NA,16.11
2011.0,NJ,Full-Service Providers,16.23,14.22,9.49,12.15,NA,15.29
2011.0,NM,Full-Service Providers,11.0,9.07,6.06,0.0,NA,8.74
2011.0,NV,Full-Service Providers,11.61,9.11,6.84,8.58,NA,9.14
2011.0,NY,Full-Service Providers,18.06,17.11,9.18,11.04,NA,17.17
2011.0,OH,Full-Service Providers,11.57,10.31,6.05,12.11,NA,9.48
2011.0,OK,Full-Service Providers,9.47,7.6,5.46,0.0,NA,7.8
2011.0,OR,Full-Service Providers,9.54,8.16,5.51,7.89,NA,8.11
2011.0,PA,Full-Service Providers,13.24,11.67,9.06,7.65,NA,12.47
2011.0,RI,Full-Service Providers,14.34,12.64,11.82,0.0,NA,13.59
2011.0,SC,Full-Service Providers,11.05,9.3,5.94,0.0,NA,8.8
2011.0,SD,Full-Service Providers,9.35,7.76,6.2,0.0,NA,8.05
2011.0,TN,Full-Service Providers,9.98,10.27,7.23,12.07,NA,9.28
2011.0,TX,Full-Service Providers,11.08,8.83,6.24,10.08,NA,9.0
2011.0,UT,Full-Service Providers,8.96,7.35,5.1,9.24,NA,7.13
2011.0,VA,Full-Service Providers,10.64,7.95,6.49,8.24,NA,8.84
2011.0,VT,Full-Service Providers,16.26,14.0,9.83,0.0,NA,13.8
2011.0,WA,Full-Service Providers,8.28,7.5,4.02,8.54,NA,6.83
2011.0,WI,Full-Service Providers,13.02,10.42,7.33,0.0,NA,10.21
2011.0,WV,Full-Service Providers,9.39,8.14,6.18,8.6,NA,7.88
2011.0,WY,Full-Service Providers,9.11,7.72,5.41,0.0,NA,6.58
2011.0,US,Full-Service Providers,11.6,9.93,6.6,9.35,NA,9.79
2011.0,CA,Restructured Retail Service Providers,22.9,12.1,9.96,7.26,NA,11.29
2011.0,CT,Restructured Retail Service Providers,18.37,15.63,14.07,10.28,NA,16.15
2011.0,DC,Restructured Retail Service Providers,12.91,12.69,6.89,10.19,NA,12.45
2011.0,DE,Restructured Retail Service Providers,12.78,9.34,7.76,0.0,NA,8.87
2011.0,IL,Restructured Retail Service Providers,11.57,7.81,6.49,6.82,NA,7.13
2011.0,MA,Restructured Retail Service Providers,16.14,14.16,13.68,6.14,NA,13.98
2011.0,MD,Restructured Retail Service Providers,13.44,11.19,8.7,9.03,NA,11.13
2011.0,ME,Restructured Retail Service Providers,15.4,12.28,8.85,0.0,NA,12.56
2011.0,MI,Restructured Retail Service Providers,13.25,8.3,6.72,0.0,NA,7.48
2011.0,MT,Restructured Retail Service Providers,9.84,6.24,4.43,0.0,NA,4.54
2011.0,NH,Restructured Retail Service Providers,14.94,12.45,11.04,0.0,NA,11.86
2011.0,NJ,Restructured Retail Service Providers,16.3,13.03,11.94,10.58,NA,13.07
2011.0,NV,Restructured Retail Service Providers,0.0,7.48,4.63,0.0,NA,5.18
2011.0,NY,Restructured Retail Service Providers,19.27,15.04,7.22,13.87,NA,14.47
2011.0,OH,Restructured Retail Service Providers,11.04,9.09,6.2,6.45,NA,8.42
2011.0,OR,Restructured Retail Service Providers,0.0,7.78,4.99,0.0,NA,5.85
2011.0,PA,Restructured Retail Service Providers,13.33,9.2,7.53,8.93,NA,8.87
2011.0,RI,Restructured Retail Service Providers,13.96,12.08,11.03,14.11,NA,11.86
2011.0,WA,Restructured Retail Service Providers,0.0,5.18,4.82,0.0,NA,4.83
2011.0,US,Restructured Retail Service Providers,14.58,11.61,7.89,10.79,NA,10.6
2011.0,CA,Energy-Only Providers,10.1,6.54,5.96,6.44,NA,6.34
2011.0,CT,Energy-Only Providers,9.72,9.29,9.29,6.77,NA,9.39
2011.0,DC,Energy-Only Providers,9.69,9.07,5.55,7.17,NA,8.92
2011.0,DE,Energy-Only Providers,9.74,8.14,7.28,0.0,NA,7.87
2011.0,IL,Energy-Only Providers,6.97,5.93,5.5,5.59,NA,5.71
2011.0,MA,Energy-Only Providers,8.38,8.52,8.38,5.42,NA,8.4
2011.0,MD,Energy-Only Providers,9.45,8.7,7.38,7.76,NA,8.61
2011.0,ME,Energy-Only Providers,8.41,7.76,6.82,0.0,NA,7.76
2011.0,MI,Energy-Only Providers,7.35,6.25,5.71,0.0,NA,5.97
2011.0,MT,Energy-Only Providers,6.1,3.93,3.92,0.0,NA,3.92
2011.0,NH,Energy-Only Providers,8.11,7.83,7.54,0.0,NA,7.71
2011.0,NJ,Energy-Only Providers,11.26,8.76,8.12,7.6,NA,8.83
2011.0,NV,Energy-Only Providers,0.0,6.45,4.47,0.0,NA,4.85
2011.0,NY,Energy-Only Providers,9.34,8.19,4.33,9.02,NA,7.84
2011.0,OH,Energy-Only Providers,6.55,6.0,5.23,4.89,NA,5.83
2011.0,OR,Energy-Only Providers,0.0,4.31,3.85,0.0,NA,3.99
2011.0,PA,Energy-Only Providers,8.55,7.37,6.66,7.58,NA,7.16
2011.0,RI,Energy-Only Providers,7.8,7.87,7.63,8.48,NA,7.81
2011.0,WA,Energy-Only Providers,0.0,4.32,4.33,0.0,NA,4.33
2011.0,US,Energy-Only Providers,8.42,7.61,6.15,7.8,NA,7.18
2011.0,CA,Delivery-Only Service,12.8,5.57,4.01,0.82,NA,4.94
2011.0,CT,Delivery-Only Service,8.65,6.34,4.78,3.51,NA,6.76
2011.0,DC,Delivery-Only Service,3.22,3.62,1.34,3.02,NA,3.53
2011.0,DE,Delivery-Only Service,3.03,1.21,0.48,0.0,NA,0.99
2011.0,IL,Delivery-Only Service,4.6,1.88,0.99,1.23,NA,1.42
2011.0,MA,Delivery-Only Service,7.76,5.64,5.3,0.72,NA,5.59
2011.0,MD,Delivery-Only Service,3.99,2.49,1.32,1.26,NA,2.52
2011.0,ME,Delivery-Only Service,6.99,4.53,2.03,0.0,NA,4.81
2011.0,MI,Delivery-Only Service,5.9,2.05,1.01,0.0,NA,1.51
2011.0,MT,Delivery-Only Service,3.74,2.31,0.51,0.0,NA,0.62
2011.0,NH,Delivery-Only Service,6.83,4.62,3.5,0.0,NA,4.16
2011.0,NJ,Delivery-Only Service,5.04,4.27,3.82,2.98,NA,4.24
2011.0,NV,Delivery-Only Service,0.0,1.03,0.16,0.0,NA,0.33
2011.0,NY,Delivery-Only Service,9.93,6.85,2.89,4.85,NA,6.62
2011.0,OH,Delivery-Only Service,4.49,3.08,0.96,1.57,NA,2.59
2011.0,OR,Delivery-Only Service,0.0,3.47,1.14,0.0,NA,1.86
2011.0,PA,Delivery-Only Service,4.79,1.83,0.87,1.35,NA,1.71
2011.0,RI,Delivery-Only Service,6.16,4.21,3.4,5.63,NA,4.04
2011.0,WA,Delivery-Only Service,0.0,0.85,0.49,0.0,NA,0.5
2011.0,US,Delivery-Only Service,6.16,4.01,1.73,2.99,NA,3.42
2010.0,AK,Total Electric Industry,16.26,13.95,14.14,0.0,NA,14.76
2010.0,AL,Total Electric Industry,10.67,10.18,6.01,0.0,NA,8.89
2010.0,AR,Total Electric Industry,8.86,7.31,5.44,11.33,NA,7.28
2010.0,AZ,Total Electric Industry,10.97,9.47,6.63,0.0,NA,9.69
2010.0,CA,Total Electric Industry,14.75,13.09,9.8,8.27,NA,13.01
2010.0,CO,Total Electric Industry,11.04,9.13,6.9,9.34,NA,9.15
2010.0,CT,Total Electric Industry,19.25,16.45,14.51,11.53,NA,17.38
2010.0,DC,Total Electric Industry,14.01,13.42,7.74,10.95,NA,13.35
2010.0,DE,Total Electric Industry,13.8,11.36,9.57,0.0,NA,11.97
2010.0,FL,Total Electric Industry,11.44,9.76,8.85,8.58,NA,10.58
2010.0,GA,Total Electric Industry,10.07,9.06,6.22,7.46,NA,8.87
2010.0,HI,Total Electric Industry,28.1,25.93,21.94,0.0,NA,25.12
2010.0,IA,Total Electric Industry,10.42,7.91,5.36,0.0,NA,7.66
2010.0,ID,Total Electric Industry,7.99,6.64,5.15,0.0,NA,6.54
2010.0,IL,Total Electric Industry,11.52,8.88,6.82,6.72,NA,9.13
2010.0,IN,Total Electric Industry,9.56,8.38,5.87,9.21,NA,7.67
2010.0,KS,Total Electric Industry,10.03,8.25,6.23,0.0,NA,8.35
2010.0,KY,Total Electric Industry,8.57,7.88,5.05,0.0,NA,6.73
2010.0,LA,Total Electric Industry,8.98,8.5,5.84,9.46,NA,7.8
2010.0,MA,Total Electric Industry,14.59,14.53,13.71,6.4,NA,14.26
2010.0,MD,Total Electric Industry,14.32,11.75,9.58,9.89,NA,12.71
2010.0,ME,Total Electric Industry,15.72,12.52,9.17,0.0,NA,12.84
2010.0,MI,Total Electric Industry,12.46,9.81,7.08,10.65,NA,9.88
2010.0,MN,Total Electric Industry,10.59,8.38,6.29,7.77,NA,8.41
